ModelName,ModelNumber,Batch,MaxRank,Rank Reaction,Normalized Rank Reaction,Rank Species,Normalized Rank Species,Rank Traceback,Normalized Rank Traceback
Mod,6,L5,6,6,1,6,1,1,0
Mod,9,L5,5,1,0,5,1,1,0
Mod,24,L1-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L1-Invariant,6,6,1,6,1,1,0
Mod,24,L1,6,5,0.8,6,1,1,0
Mod,24,L2-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L2-Invariant,6,6,1,6,1,1,0
Mod,24,L3-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L3-Invariant,6,6,1,6,1,1,0
Mod,24,L3,6,5,0.8,6,1,1,0
Mod,24,L4-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L4-Invariant,6,6,1,6,1,1,0
Mod,24,L4,6,5,0.8,6,1,1,0
Mod,24,L5-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L5-Invariant,6,6,1,6,1,1,0
Mod,24,L5,6,5,0.8,6,1,1,0
